id,text,klass,humor_rating,humor_mechanism
tweet13604,ABURRIDORA: Persona que habla cuando queremos que escuche. -Ambrose Bierce #fb,no-joke,,
tweet13605,"—Hola, vengo a que me haga un tatuaje que diga; ""pero mira como beben los peces en el río"" .
—¿En donde? 
—En el río pendejo, pon atención",joke,3.3,misunderstanding
tweet13606,"Oiga, usted tiene fotos de su esposa desnuda? - No - Pues mire, le interesa comprar estas? #humortico",joke,3.0,
tweet13607,El mejor de 3,no-joke,,
tweet13608,#LaVozKids1 que coñazo de niños joder,no-joke,,
tweet13609,"- ¿Si supieras que voy a morir mañana que me dirías hoy?
- ¿Me prestas 1000€ y mañana te los devuelvo?",joke,2.5,misunderstanding
tweet13610,Que entre el cielo y tu yo me quedo contigo💕,no-joke,,
tweet13611,—¿Por qué lloras? —Me acaban de mandar a la mierda... —¿Y no sabes llegar o qué?,joke,2.0,
tweet13612,siempre me hace lo mismo este tontito me escribe cuando me ve con alguien pero raja de aka payaso jajajaja,no-joke,,
tweet13613,"#PorraSupercopa Bayern 0-3 Chelsea ( 2 Torres, 1 Terry, se la mete a la mujer de Guardiola)",no-joke,,
tweet13614,prueba_01,no-joke,,
tweet13615,"- ¡Una bandada!

- ¿De pájaros?

- ¡De mu-músicos, hijo-jo-joputa!",joke,2.0,
tweet13616,Me he perdido completamente,no-joke,,
tweet13617,Ya me van a empezar a insultar😥,no-joke,,
tweet13618,Ultimo capitulo y me levanto como frase favorita,no-joke,,
tweet13619,Yo no tengo motivo con nadie porque odio sacarme fotos con los demás porque soy feo,no-joke,,
tweet13620,"— ¿Nivel de inglés? — Alto. — Traduzca ""Sí"" — ¡Yes! — Úselo en una frase. — Mi prima se llama Yes enia. — ¡CONTRATADO!",joke,1.6,misunderstanding
tweet13621,"Si no gritaste ""Ahí viene el profe"", te sentaste y te hiciste el angelito, no tuviste infancia.",no-joke,,
tweet13622,Muy mala es jajaja,no-joke,,
tweet13623,Quiero verte reirr,no-joke,,
tweet13624,"Es verdad que soy una rata de ciudad, no tengo religión, tengo ansiedad",no-joke,,
tweet13625,"Les guste o no les guste, todos los hombres delante de sus amigos se refieren a ustedes como ""mi vieja"". Es de putitos decir ""mi novia"".",joke,1.3333,stereotype
tweet13626,"Si no fuera por evelyn no ubiese aprobado, me re ayudó la adoro❤",no-joke,,
tweet13627,Nunca voy a entender como puedo tener tanta energía para comer y tan poca para hacer abdominales.,no-joke,,
tweet13628,Hoy voy a andar en el @bulldog_cafe por si gustan invitarme una cerveza o  darme unos putazos,no-joke,,
tweet13629,"Te lo estoy diciendo ahora. Si no eres imbécil como dices, cállate.",no-joke,,
tweet13630,"-¿Y tú en que trabajas?
-Yo soy traficante de órganos
-¿Que? ¿No tienes corazón?
-Hoy no, pero me llegan el jueve...",joke,3.2,
tweet13631,"no hay nada mas incomodo para un hombre que tu hermana, mama ,prima, tia o abuela abra la puerta del baño y ten encuentre pajiando :v guau",no-joke,,
tweet13632,"Somos instantes por eso hay que sonreír a toda hora, amar sin medidas, disfrutar cada segundo, vivir cada instante y ser feliz toda la vida.",no-joke,,
tweet13633,"Estudiar acostado es como acostarse con los audifonos puestos, a los 10 minutos te quedas dormido.",no-joke,,
tweet13634,La mente crea lo que la mente cree,no-joke,,
tweet13635,Siento mucha fatiga. ¿Es normal?,no-joke,,
tweet13636,Vivo enamorado de tii y cada noche te sueño y no te tengooo aquí 🎶🎶,no-joke,,
tweet13637,"—Ave María purísima… 
—Sin pecado concebido. 
—Cuéntame tus pecados, hijo. 
—Inbox, padre. 
—Hijo, pero… 
—¡¡INBOX, dije!!",joke,1.25,analogy
tweet13638,Ojalá el árbitro le hubiera agregado cinco minutos más a lo que sentías por mí. 😔,joke,2.0,
tweet13639,"""Todos tenemos a alguien que nos cuida desde el cielo.""",no-joke,,
tweet13640,Urgentenecesitotécnicoespecialistaenhardwareparaarreglarbarraespaciadora!,joke,1.6,wordplay
tweet13641,Sacaron a Nilsondel freezer.,no-joke,,
tweet13642,La paja que da rendir el viernes amigo,no-joke,,
tweet13643,Será mío #MOTOX4GRATIS ❤️❤️❤️,no-joke,,
tweet13644,"Eh, tío, he soñado que ganaba 200 millones como mi padre. 
¿Tu padre gana 200 millones? 
No, también lo sueña. 😆",joke,2.6666666666666665,
tweet13645,"-Oye, ¿a ti te ayudan a sentarte? -No, me siento sola -¡LO SABÍA! Sabía que aún me extrañabas.",joke,2.3333,
tweet13646,"Papá papá en la escuela me dicen Susana Gimenez
_¿Quien Los chicos??
_Correcto!!!!   #chistes #humor",joke,2.4,
tweet13647,"A hora que es y yo despierta,todo sea por Pauli😍💓",no-joke,,
tweet13648,A lo mejor he aprobau mates,no-joke,,
tweet13649,"Si te escondes mucho del amor, cuando te encuentra te hace pedazos.",no-joke,,
tweet13650,"Oye no tengo contraseña, por si quieres entrar a mi vida sin pedos.",no-joke,,
tweet13651,#THOSFans Mireya u,no-joke,,
tweet13652,"—Señor, señor ¡Siga a ese auto!
—No puedo
—¿Y por qué no puede?
— No tiene Twitter...",joke,2.1,
tweet13653,"¿Pur qué Adán no tiene derecho a ser feliz? Lleva 16 años en el Madrid, así que... Al banquillo.",no-joke,,
tweet13654,"Yo adoro a mi Pam , ella es lo mejor",no-joke,,
tweet13655,"Tuitearía sobre el matrimonio de Messi, pero afortunadamente mi familia me inculcó el hábito de la lectura.",joke,1.3333,irony
tweet13656,"—Esta tablita para picar la verdura está bien bonita, ¡hasta tiene luz! —¡MAMÁ MI iPAD! D:",joke,2.0,
tweet13657,"—Mamá ¿Ya viste la camionetota de mi novio?
—Pero es el camión de la basura.
—¿POR QUÉ SIEMPRE LE BUSCAS DEFECTOS A MIS NOVIOS? #xD #JAJAJA",joke,2.4166666666666665,exaggeration
tweet13658,Planear tu venganza cuando estás enojado/a y que a los 5 minutos andes como si nada.,joke,2.3333,reference
tweet13659,"hay gente que me sigue por que me odia, lo hacen para estar pendiente de todo guau que alegre es llenar  vidas vacias guau",no-joke,,
tweet13660,Eteee y para cuando me quieres o que?,no-joke,,
tweet13661,"#3PalabrasSumamenteDolorosas ""Ingrese contraseña Wi-Fi"".",joke,1.5,
tweet13662,Nos acaban de ofrecer zanahoria en una discoteca. Todo bien gracias.,no-joke,,
tweet13663,"#lamesareñoñaenvivo  el bar que esta a desnivel puede ser el @Elbajocircuito esta debajo de un puente vehicular, muy bueno el lugar",no-joke,,
tweet13664,Que cosa linda los atardeceres 😍😍,no-joke,,
tweet13665,"—Doctor, ¿cuál es el estado de mi hija?
—Antes de criticarme, intenta superarme.
—Déjela morir.",joke,2.25,
tweet13666,Terrecoco,no-joke,,
tweet13667,El alcohol no soluciona tus problemas. Pero bueno el agua tampoco.,joke,2.5,absurd
tweet13668,"En Canarias no hay coches. La gente se mueve en camellos, mi cuñado fue y me enseñó fotos.

#FirstDates565",no-joke,,
tweet13669,Madre mía!! La catequista leather  #MaestrosDeLaCostura,no-joke,,
tweet13670,Hasta con cara de culo vas a ser tan linda ?,no-joke,,
tweet13671,El matinal tiene un reportero haitiano que entrevista a una señora colombiana que atiende un kiosko. Me gusta.,no-joke,,
tweet13672,"Llaman a una escuela:   —Aló, mi niño no pudo ir hoy porque está enfermo.  —¡Ah sí?, ¿con quién hablo?  —Con mi Mamá.",joke,2.4,
tweet13673,"Era tan fea, tan fea, que se miró en un espejo y se mató en defensa propia #chistes #humor",joke,1.75,
tweet13674,"El amor es como una montaña rusa: Subes, te emocionas, gritas, sientes mariposas, terminas vomitando y vas de pendejo a subirte de nuevo.",joke,1.3333,analogy
tweet13675,"—Oye, ¿Sabes cuál es la diferencia entre un Urólogo y un Ginecólogo?

—Sí, el olor de sus dedos.",joke,2.375,
tweet13676,Hasta mi mamá sale a caminar por la costa y yo acá pensando que tomar hoy😐,no-joke,,
tweet13677,¿Con cuántos pensamientos se construye un insomnio?,no-joke,,
tweet13678,Puedo pedir #AbortoLegal?,no-joke,,
tweet13679,Que feo tener celos sin ser nada jajajaa,no-joke,,
tweet13680,Ahora por que me salió esa pelota? Me duele 😭,no-joke,,
tweet13681,En estos momentos la virgen María ya estaba haciendo fila en un hospital público mientras el líquido amniótico emanaba de su sagrada panocha,no-joke,,
tweet13682,Me gusta cuando tu y yo nos vamos a escondidas 😈🎶,no-joke,,
tweet13683,Amo amo amo los días así 💙💙💙,no-joke,,
tweet13684,"Mi mamá me quiere poner a lavar los trastes.

¿Alguien sabe el número del DIF?",joke,1.5,
tweet13685,"—Me voy a meter en un lío.
—¿En un problema?
—No, en un lío a bañalme.
—JAJAJAJA chino, eres un pinche desmadre.
—Lo sé. Soy telible!",joke,2.6667,stereotype
tweet13686,"4 razones por las que no ayudo a los ancianos a cruzar la calle:

1. No
2. Son
3. Mis
4. Abuelos.",joke,1.0,absurd
tweet13687,La  sociedad es ingrata.. que lamentable.. quiero ver después..  asco la gente 🔪🔪🔪,no-joke,,
tweet13688,"Clutch es un pasote también, mira que hacía que no me animaba con grupos nuevos, viva el Rock &amp; Roll !!",no-joke,,
tweet13689,Qué celos la re puta madre,no-joke,,
tweet13690,La mejor forma de acabar con las drogas es apurándose.,joke,2.0,
tweet13691,@AlexisRenG  te amo ❤️,no-joke,,
tweet13692,Mi wifi está más inestable que mi salud emocional,joke,2.0,
tweet13693,"Ell Bigotes sin bigotes.

La paradoja, jaha",no-joke,,
tweet13694,"Mi Hermana me golpeó con el pie, yo la golpeo con el mío.
 Aplico la ley del talón #chistesmalos",joke,1.5,
tweet13695,que lindo entrenamiento💙,no-joke,,
tweet13696,No les parcece raro esas personas que por chat son unos y personalmente son otros?? ¬¬',no-joke,,
tweet13697,"10-4-1 Avda Pedro Montt y Avda Coronel Santiago Bueras. B3 R7 #ValdiviaCL
0-4 Colisión radio taxi y camioneta",no-joke,,
tweet13698,"Mi casa, su casa",no-joke,,
tweet13699,muchas veces el problema es que prefiero ser antisocial q estar lidiando con gente que me desagrada sin motivo ni razón guau,no-joke,,
tweet13700,Me voy a duchar que huelo a Barça de Luis Enrique.,no-joke,,
tweet13701,Mi mama + mi papa - un condón = ¡Esta belleza!,joke,1.3333333333,
tweet13702,La ventaja d vivir en donde vivo es q el sitio es tan caliente q ni los Atalayas se atreven a pasar por aqui!,no-joke,,
tweet13703,"—¿Sabes dónde te quiero dar un beso?
—¿En la panocha? 😏
—No, frente a nuestro Señor Jesucristo, en el altar, casándonos

*Todos los hombres*",joke,1.25,
tweet13704,Ya me vi '97 y '94 como tres veces. Viene haciendo falta la segunda de '88. 💛,no-joke,,
tweet13705,"No es lo mismo decir: te mandé a guardar mi yate, que ya-te lo mandé a guardar!",joke,1.2,
tweet13706,Acelerei na xre kkkkkk,no-joke,,
tweet13707,"Cagazo de Walker, pero obvio que la prensa inglesa le va a echar la culpa a Bravo",no-joke,,
tweet13708,"Envía ""América Bicampeón"" al 31111 y recibirás los mejores chistes del momento.

 Recuerda, ""América Bicampeón"" al 31111.",no-joke,,
tweet13709,Me da to el miedo ir ahora a clase porque me van a felicitar y cantar y tengo 0 ganas.,no-joke,,
tweet13710,Haber desde cuando no publico en twitter.... 😮,no-joke,,
tweet13711,Ojala todos los dias me levante como hoy  temprano y con ganas de estudiar,no-joke,,
tweet13712,Si comerse la mierda fuese un deporte tuviese mas medallas de oro que Michael Phelps..,joke,1.2,analogy
tweet13713,"El vacío 
es tu recuerdo
y estoy lleno de él",no-joke,,
tweet13714,Yo puedo ser lo que sea pero nunca seré de esas personas que cambian de personalidad cuando están con otras.,no-joke,,
tweet13715,goooooooooooooooooool,no-joke,,
tweet13716,"Doctor, ¿Cómo ha salido la operación? - Hijo mío, yo no soy el doctor. Soy San Pedro.  #chistes",joke,2.0,
tweet13717,Me lleva la que me trajo 🙁,no-joke,,
tweet13718,Típico : te gusta alguien y ni te mira.,no-joke,,
tweet13719,Es el tipo de amiga que es mejor omitir👋🏼,no-joke,,
tweet13720,Para ser artista hay que crear arte y el enseñar las chichis por 3 pesos ni es arte ni te hace artista.,no-joke,,
tweet13721,"Like si “Qué buena peda traigo, no sé qué hago en Twitter”.

RT si “No salí, por eso estoy en Twitter”.",no-joke,,
tweet13722,"ahora si es mas problable que mario me lea 
a que ustedes den respuesta #AEROMÉXICOTIENEPÉSIMOSERVICIO",no-joke,,
tweet13723,"Me acabo de comprar un reloj, y nada más no veo la hora en que vengas a ponerme tus nalgotas en la cara.",joke,1.4,
tweet13724,"Si no quieres odiar una canción, no la dediques y no la pongas de despertador.",no-joke,,
tweet13725,"«Wey, la neta no es por ser culero pero»

—Alguien apunto de ser muy culero.",joke,1.6666666666999999,
tweet13726,Profesores que se creen estrategas militares reubicando alumnos en exámenes.,joke,2.0,analogy
tweet13727,Siempre pensando que la voy a cagar,no-joke,,
tweet13728,"como le dice un vaquero a su hija :
hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiija   #CHISTES",joke,2.2,wordplay
tweet13729,Acaba de llegarme ese momento en la vida en que necesito ver si te quiero bien o nel,no-joke,,
tweet13730,Escuchar una nota de voz frente a tus padres y que pase lo que Dios quiera.,joke,1.6667,reference
tweet13731,Cule friooooooo 😖,no-joke,,
tweet13732,"“Cerrando muchos ciclos en mi vida”

UY CALMATE LAVADORA ¿QUÉ MARCA ERES? ¿LG O WHIRLPOOL?",joke,1.5,
tweet13733,"Que le den al móvil ya.
Basura de batería -.-",no-joke,,
tweet13734,"Entre Star Wars y Star Trek, prefiero Star contigo vivir contigo, bailar contigo, tener contigo una noche loca.",joke,2.25,parody
tweet13735,"Callejón al Nápoles. Pobre, como lo cabalgue el gordo de Rafa Benitez lo lesiona de por vida.",no-joke,,
tweet13736,Ese placer de saber que le caes de la chingada a alguien y disfrutarlo.,no-joke,,
tweet13737,"A la novia se le contesta rápido, y a las demás se les deja en visto. Punto.",no-joke,,
tweet13738,"—Papá me ayudas con mi tarea de Inglés
—Yesofcorse
—¿Cómo se dice perra rescatatista?
—Paw Patrol Rescuer Bitch
—Gracias Papá
—YurGüelcom",joke,1.6667,
tweet13739,"Sabes que se acerca septiembre, cuando en los supermercados empiezan a vender cosas de Navidad.",joke,1.6667,
tweet13740,Soy de ese tipo de persona con la que mi mamá no dejaría juntarme.,no-joke,,
tweet13741,"Qué curioso, MARZO al revés es OZRAM, no significa nada.

Como yo en tu vida.",no-joke,,
tweet13742,"—""Ya no soporto esta espera, muero de ansiedad, ya quiero tenerte en mis manos"".

—¡WOW! ¡Qué romántico!, ¿de quién hablas?

—Del FIFA 14.",joke,1.75,
tweet13743,"Y los mexicanos jamás le volvieron a poner CHILE a sus tacos, fin.",joke,1.0,wordplay
tweet13744,"Y de una vez por todas entendí las cosas, que seria de mi Sin ariana lpm",no-joke,,
tweet13745,"- Cariño, tengo dos noticias, una buena y otra mala. He dejado las drogas, pero no sé donde.",joke,2.0,
tweet13746,"La vida es un reto; vívela, siente, ama, ríe, llora, juega, gana, pierde, tropieza, pero siempre levántate y sigue.",no-joke,,
tweet13747,Me emociono con cOLORS QUE HACEN QUE NO ESCAYCJAMD DAY6,no-joke,,
tweet13748,Voy a hacer una maicenita!!! Vengo lueguillo!!,no-joke,,
tweet13749," soñé contigo.  ¡Wow! ¿En serio? cómo fue.  No recuerdo.  Entonces, ¿cómo sabes que soñabas conmigo?  Me desperté feliz.",no-joke,,
tweet13750,Aprendí y avancé ahora que me analicen.,no-joke,,
tweet13751,cuando el desayuno ya no te cabe en un solo plato,no-joke,,
tweet13752,"–Me encanta bañarme con música.

–Yo prefiero con agua.",joke,4.0,
tweet13753,"Si no te duele la muerte de Juan Gabriel, no tienes corazón, no tienes alma, no tienes madre, no tienes nada. Y no podemos ser amigos.",no-joke,,
tweet13754,Muy bonito mi diaaaa😍,no-joke,,
tweet13755,Pensar en todas las cosas que tienes que hacer y que te entren más ganas de dormir que de hacerlas.,no-joke,,
tweet13756,"Disculpe señor, esta tortuga es Marina? -Si -AY DIOS MÍO!!!! MARINA QUE TE HICIERON??? TE CONVIRTIERON EN UNA TORTUGA!!!  #XD  #RT",joke,2.0,
tweet13757,Bue me re pintó escribir frases,no-joke,,
tweet13758,"9 ya extraño tus peleas con mi amiga jajajaja estas más linda, llévame con vos para alla",no-joke,,
tweet13759,"Como no puedo dormir, te amo.",no-joke,,
tweet13760,Acá tranqui el lunes haciendome el que cocino jajaja ✌,no-joke,,
tweet13761,Special One en tirar la liga en septiembre.,no-joke,,
tweet13762,"Levántense escorias, ya me despertaron, ahora hagan algo de provecho, esto no se acaba hasta que yo lo diga *Los deja dormir 5 minutos más*",no-joke,,
tweet13763,Y la lluvia???? 😶,no-joke,,
tweet13764,"“Mujeres” sin la “J” es MUERES. 

¿Coincidencia? No lo creo.
¿Estoy loco? Tal vez.
¿Mi elote? Con chilito del que no pica.",joke,1.0,stereotype
tweet13765,Hay una gran diferencia entre conocimiento y sabiduría. Conocimiento es algo que buscas en Google. La sabiduría viene de googlear por años.,joke,3.4,reference
tweet13766,Voy a ver el 4x01 de the 100 a ver si no me da un soponcio.,no-joke,,
tweet13767,"¿Eliminar a mis tías del Facebook? JAMÁS, esas señoras son las únicas que comentan «qué guapo» en mis fotos. Las quiero mucho.",joke,2.25,reference
tweet13768,La Piramide de las re mil putas,no-joke,,
tweet13769,"—Me compré una casa.
—¿Es grande?
—Pues si quieres te la muestro, pero yo te quería hablar de la casa.",joke,2.2,misunderstanding
tweet13770,"Quiero conocerte, cambiarias un poquito de mi suerte.",no-joke,,
tweet13771,Como juega dormir con el hoy😏 con la lluvia!!,no-joke,,
tweet13772,"“Lo importante es participar”

—Yo, saliendo del examen.",joke,3.3333,reference
tweet13773,Típico: Morder el lápiz con locura y pasión y darte cuenta de que te lo había prestado un compañero.,joke,2.0,
tweet13774,y ahora a comprar y a limpiar uwu,no-joke,,
tweet13775,loca me da tanta pena que seas tan alienada,no-joke,,
tweet13776,"Mi amor, me saque la lotería! ¡Haz las maletas! 
– ¡WOOOOWW! ¿empaco para playa o para nieve? 
– Empaca todo, te vas al carajo #xD",joke,3.6,unmasking
tweet13777,Que decir aborto suene a legal y que no sea un pecado mortal.,no-joke,,
tweet13778,CUANDO ERA NIÑO escogía siempre a Rugal :v,no-joke,,
tweet13779,Encima todos corren saltan y no se que y yo sentada colapsando por dentro,no-joke,,
tweet13780,Ea @ cambiado,no-joke,,
tweet13781,"—¿Qué pasó? traes los ojos muy rojos
—¡LO ACEPTO AMOR, FUMÉ MARIHUANA!
—A mí no me haces tonta, lloraste porque se murió Juan Gabriel. 🙄
—😭",joke,2.25,unmasking
tweet13782,me molesta saber que cosas tan simples me alteran mucho,no-joke,,
tweet13783,¿Cuál es la diferencia entre el ACNÉ y un sacerdote? El acné no ataca a chicos de 8 años. by @hadacon #fb,joke,2.5,
tweet13784,"- Oye, ¿Tu mujer hace bien el amor?
- Hombre, ¿Qué quieres que te diga?
- Unos dicen que bien, otros que mal...
#...",joke,2.0,
tweet13785,"—Por ti soy capaz de bajar la luna...
—¿Y para qué la quiero idiota?
—Es una metáf...
—¿Dónde la pondría?
—Pero...
—¡Ay, me cagas pendejo!",joke,1.3333,
tweet13786,Típico : Estar aburrido en clase y practicar tu firma para que cuando seas famoso no te salga mal.,no-joke,,
tweet13787,#UnaAppPara que comprendas lo que yo siento por ti.,no-joke,,
tweet13788,"Pepito le dice a la mamá: 
Mamá, ¿es mi abuelita fosforescente?
La mamá contesta:
No, hijo.
Entonces, se está electrocutando. #chiste",joke,1.6,absurd
tweet13789,#EnUnaFiestaNuncaPuedeFaltar el tipo que lo invitas muy apenas y él llega con otros 13 amigos. Se toma todo el alcohol y pide para llevar.,joke,1.3333,
tweet13790,Me encanta hacer reír a la gente aunque yo esté muriendo de dolor,no-joke,,
tweet13791,"MEDALLA PARA MÉXICO: Mariana Avitia en Tiro con Arco. MEDALLA DE BRONCE.

Enhorabuena!!! RT Si estás orgulloso de ella!!!! VIVA MÉXICO!!!",no-joke,,
tweet13792,Tengo sueño.,no-joke,,
tweet13793,"– ¡Hola!

— ¡DEJA DE ILUSIONARME MALDITA SEA!",joke,2.0,
tweet13794,No dejes para mañana lo que puedas comer hoy.,joke,2.2222222222222223,
tweet13795,"@madameokitty cuando andas por la cdmx, ya quiero conocerte",no-joke,,
tweet13796,"Que chingue a su madre el América 

FRASES PARA LIGAR",no-joke,,
tweet13797,"No sé ustedes como tienen una foto de perfil para cada red social, yo me tomo una donde salgo bien y la dejo 4 años en todas las redes.",joke,2.6667,
tweet13798,#TeCreíaPero mejor vamos por unos taquitos,no-joke,,
tweet13799,"Si yo fui el espermatozoide más rápido, no me quiero imaginar cómo estaban los otros...",joke,3.0,analogy
tweet13800,"Niño a su mamá: -Mami, vendí mi Blackberry para comprar marihuana -Que bueno que dejaste ese vicio, hijo! by @rafaerarmando #fb",joke,3.25,absurd
tweet13801,"Y hoy en el #2oInformeErwin, me informan que ya no me quieres",no-joke,,
tweet13802,Me dio un ataque de ansiedad y me acabo de pintar las uñas 💅🏼🙎🏼🙎🏼🙎🏼🙍🏻,no-joke,,
tweet13803,"1 universo, 9 planetas, 204 países, 7 mares, más de 7,056,890 millones de personas y yo aquí foreveraloneando en mi casa.",joke,1.2,reference
tweet13804,estoy aburrida mejor me voy a comer una milanga mientras miro algo de mis siete ángeles,no-joke,,
tweet13805,Yo y mi necesidad de poner frases resentidas en las fotos de ig,no-joke,,
tweet13806,"hay gente que se cree superior por ver GOT, Éxito guau",no-joke,,
tweet13807,Felicidad es dar vuelta la almohada y seguir durmiendo con la parte fría #frases,no-joke,,
tweet13808,"Para ser viejo y sabio, primero hay que ser joven y estúpido.",joke,2.0,
tweet13809,"Hola 👋🏻 @Kebuenaoficial voto por el tema #TuPostura de @Banda_MS en las #Kebuenisimas
Apoyando a 
@MeVasAExtranarO",no-joke,,
tweet13810,"Los pendejos son como las galletas surtidas: hay en todos lados, y vienen en diferentes formas y tamaños.",joke,1.25,analogy
tweet13811,¿En el Reino Unido habrán gordas que utilicen leggins con la bandera de nuestro país?,joke,2.0,
tweet13812,Hay personas afuera de mi casa gritando CÑORES SE PUEDEN CALLAR QUE QUIERO VOTAR TRANQUILA ahre si,no-joke,,
tweet13813,Cómo aprender todo el parcial en 1 segundo? Yahoo respuestas,no-joke,,
tweet13814,"Ya lo dijo quien lo dijo:""Johnny la gente esta muy loca!!""",no-joke,,
tweet13815,Todos me pueden chupar bien la pija,no-joke,,
tweet13816,8:13am y ya se me regó el bote de agua en la mochila. Me espera un gran día 🤷,no-joke,,
tweet13817,que ladilla,no-joke,,
tweet13818,"-¿Viste que hay una posición sexual, en que si te embarazás tu hijo te sale pelotudo?
-¿Posta, cuál es?
-No sé, pero tu vieja seguro sabe.",joke,3.0,
tweet13819,Quien iba a pensar que esa iba a ser nuestra ultima cena para ponernos al día. 👼🏽,no-joke,,
tweet13820,"Al parecer lo único que voy a abrir en Navidad, son las piernas.",joke,2.0,absurd
tweet13821,#UnaAppPara eliminar las malas amistades.,no-joke,,
tweet13822,"Sahin:""Es un partido muy especial para mi (Real Madrid vs Borussia) porque yo he jugado un año allí."" &lt;-- Sobre todo jugar... a la PSP.",no-joke,,
tweet13823,"Llega un policia y le dice a un flaco :
-Entregame las drogas!!!
-Cuales drogas señor duende???   #CHISTES",joke,2.75,absurd
tweet13824,Ahora que ya tengo la playlist quiero a alguien pa ponerla jaja,no-joke,,
tweet13825,"—El sémen contiene proteínas, vitaminas y minerales.
—Ya te dije que no me lo voy a tragar.
—También adelgaza
—Pa' luego es tarde, échamelo.",joke,1.8,unmasking
tweet13826,Todo lo que como lo vómito.  Porque me pasa esto a mi?,no-joke,,
tweet13827,Min 76 TIG 0 - 2 RYDS Tiro potente de @lizbethovalle7 que va a las manos de la arquera de @Rayadas.,no-joke,,
tweet13828,"—Estás hermosa.
—Ay, seguro le dices lo mismo a todas. 
—Pues obvio mija, ¿qué morra te afloja si le dices que está bien fea? REATZIONA.",joke,1.6667,
tweet13829,Tengo que hacer un ensayo y la inspiración nada mas no llega,no-joke,,
tweet13830,"Johnny, que manda a decir haneul que dejes de meter el pipí en cada hueco que ves.",no-joke,,
tweet13831,"Soy exclusivo, no de cualquiera",no-joke,,
tweet13832,"No es lo mismo : La verdura 
que Verla dura
 #Verdurazo",joke,1.3333,
tweet13833,"Un hombre tan viejo, tan viejo que en lugar de tener espermatozoides tenia espermatosaurios.",joke,2.2,
tweet13834,"Precioso día en el que decidiste fallarnos a todos, Pokemon GO.",no-joke,,
tweet13835,El que quiera azul celeste que le cueste !,no-joke,,
tweet13836,“¡Qué bueno el partido de las estrellas!” dijo nunca nadie.,no-joke,,
tweet13837,"— Te manda saludos Elver.
— ¿Elver?
— El verdadero amor de tu vida que siempre te amará. ¿Qué esperaban? ¿Vulgaridades? No, maduremos ya 😇",joke,2.6,
tweet13838,"Como decía mi abuelo, buscate una flaca y limpia porque gorda y sucia se vuelven solas.",joke,1.0,stereotype
tweet13839,MAMÁ. puedo comer madera ....no hijo estas loco la madera noo se come ...¿y por que anoche le decias a papa que rico palo? RT @PITERALBEIRO,joke,1.6667,
tweet13840,"El ""estoy bien"" es la mentira más usada, e irónicamente la más creída.",no-joke,,
tweet13841,Mala suerte?... Mala suerte es que vaya a a tocar Tiesto y Zedd al mismo tiempo y en diferentes escenarios ??,no-joke,,
tweet13842,que asco los chapes salgan,no-joke,,
tweet13843,"Un pucho y a dormir, Ojalá cuando me despierte ya tenga luz",no-joke,,
tweet13844,Yo necesitó una noche contigo para explicarte lo que siento yo🎵😘,no-joke,,
tweet13845,"''A LINA TEJEIRO COMO A CALCULADORA DE TIENDA''

- Juan Pablo Silva",no-joke,,
tweet13846,"No se que es mejor, si tener pizza para bajonear a esta hora o tener pizza para bajonear a esta hora",joke,1.3333,
tweet13847,yo no entiendo porq se alegran que es viernes si ni hay riales guau,no-joke,,
tweet13848,"Si lo piensas, el agua de horchata es como el agua pero de horchata.",joke,1.3333,
tweet13849,"@Gonzaby Gonzalo por favor indícame un # de contacto por DM, para darte a conocer nuestra mejor oferta.",no-joke,,
tweet13850,"-Dr, sueño que juego fútbol con ratones -Tómese esta pastilla antes de dormir -¿Puede ser mañana? ¡Es que hoy es la final!",joke,3.2857142857142856,
tweet13851,#QueLindoSeriaQueEnEl2015 no hubiera mas guerras en el mundo...,no-joke,,
tweet13852,"Hoy alguien me hizo darme cuenta qué hay que perder para poder ganar y que si lo que perdimos debe estar en nuestras vidas,volverá",no-joke,,
tweet13853,La “a” es el peor vicio que puese haber.,no-joke,,
tweet13854,"- ¿Salimos? -Perdón, hoy no puedo. Al tío del sobrino del vecino del abuelo de la madre de una amiga de mi hermana se le murió el pez.",joke,1.625,
tweet13855,"Ayer en la cumbre de los alcaldes, yo era el alcalde de la friendzone #AtodosNosPasa",joke,2.0,
tweet13856,"Poh si la Jonoca pudo crear un club de idols, yo tambié puedo tené
un programa de tarot, coño ya",no-joke,,
tweet13857,"Mi amor, estamos solos, la casa sola ¿Estas pensando lo mismo que yo? —Si mi vida, vamos a leer la Biblia. #ForeverAlone #xD",joke,1.4,
tweet13858,"#SeMeAceleraElCorazónCuando veo ese tremendo pedorrón

😂😂😂😂",no-joke,,
tweet13859,"—Oye, ¿y por qué traes 2 celulares?

—Por si me asaltan, dar el culero.

MI MÉXICO.",joke,1.75,
tweet13860,"—Hola, soy Testigo de Jehova... ¿Tendrá un minuto para hablar del Señor?

—Claro, adelante, de paso le cuento cómo Herbalife cambió mi vida.",joke,3.6,
tweet13861,Que guapa es maca por favor,no-joke,,
tweet13862,Pisando a fondo 🔥,no-joke,,
tweet13863,"—¡MALDITA DISTANCIA! —Hijo, ya estas enamorado otra vez? —No mamá, No llega el cable del cargador hasta mi cama.",joke,1.6,misunderstanding
tweet13864,Odio la escuela en la tarde noche,no-joke,,
tweet13865,Even the nicest persons have their limits.,no-joke,,
